Season,Name,PlayerId,Team,K%,TBF,Stuff+,Age
2021,Jake Diekman,518617,OAK,0.31679389,262,109.0849911,34
2021,Shohei Ohtani,660271,LAA,0.29268293,533,109.1318043,26
2021,Stephen Ridings,670050,NYY,0.35,20,109.3117808,25
2021,Nathan Eovaldi,543135,BOS,0.2552356,764,109.4917796,31
2021,Emilio Pagán,641941,SDP,0.26235741,263,109.5897347,30
2021,Brandon Woodruff,605540,MIL,0.2980226,708,109.6074732,28
2021,Heath Hembree,592390,- - -,0.34156379,243,109.6670917,32
2021,Cody Stashak,664054,MIN,0.34666667,75,109.8283766,27
2021,Adam Ottavino,493603,BOS,0.25724638,276,110.1211384,35
2021,James Paxton,572020,SEA,0.4,5,110.2058333,32
2021,Dillon Tate,622253,BAL,0.17073171,287,110.2097198,27
2021,Michael King,650633,NYY,0.22545455,275,110.3959021,26
2021,Dietrich Enns,608650,TBR,0.28409091,88,110.4282778,30
2021,Sandy Alcantara,645261,MIA,0.24014337,837,110.4635359,25
2021,Jordan Hicks,663855,STL,0.22727273,44,110.6057005,24
2021,Luis Patiño,672715,TBR,0.22222222,333,110.9549158,21
2021,Steven Okert,595345,MIA,0.28169014,142,110.9883612,29
2021,Max Scherzer,453286,- - -,0.34054834,693,110.9918816,36
2021,Domingo Tapia,593619,- - -,0.19259259,135,111.0029638,29
2021,Shane Baz,669358,TBR,0.36734694,49,111.2487879,22
2021,Frankie Montas,593423,OAK,0.26606684,778,111.2496851,28
2021,Chaz Roe,475054,TBR,0.5,4,111.2608696,34
2021,Jeurys Familia,544727,NYM,0.27480916,262,111.2692369,31
2021,Albert Abreu,656061,NYY,0.22435897,156,111.3896754,25
2021,Drew Pomeranz,519141,SDP,0.29411765,102,111.4450698,32
2021,Shane McClanahan,663556,TBR,0.27272727,517,111.4746126,24
2021,Patrick Weigel,622256,MIL,0.42857143,21,111.5258065,26
2021,Gregory Santos,666619,SFG,0.23076923,13,111.5580769,21
2021,Carlos Rodón,607074,CHW,0.34644195,534,111.6596838,28
2021,Logan Webb,657277,SFG,0.26510067,596,111.7948231,24
2021,Hoby Milner,571948,MIL,0.3030303,99,112.0772449,30
2021,Walker Buehler,621111,LAD,0.2601227,815,112.0900064,26
2021,Seranthony Domínguez,622554,PHI,0.33333333,3,112.1028571,26
2021,Chad Green,643338,NYY,0.31428571,315,112.183214,30
2021,Tanner Rainey,663432,WSN,0.2781457,151,112.2658346,28
2021,Gregory Soto,642397,DET,0.27536232,276,112.3842021,26
2021,Tyler Wells,669330,BAL,0.29017857,224,112.623296,26
2021,José Alvarado,621237,PHI,0.27091633,251,112.7474017,26
2021,Scott Effross,664123,CHC,0.31034483,58,112.7819244,27
2021,Brooks Raley,548384,HOU,0.31707317,205,112.7919954,33
2021,Nick Sandlin,680704,CLE,0.34042553,141,112.8892691,24
2021,Tanner Scott,656945,BAL,0.27888446,251,113.2029406,26
2021,Yohan Ramírez,670990,SEA,0.30701754,114,113.2193548,26
2021,Lucas Sims,608371,CIN,0.38974359,195,113.4357635,27
2021,Joe Musgrove,605397,SDP,0.27139037,748,113.5482235,28
2021,Nate Pearson,663878,TOR,0.28169014,71,113.5558804,24
2021,Sean Doolittle,448281,- - -,0.23766816,223,113.8516212,34
2021,Joe Kelly,523260,LAD,0.27472527,182,113.9268917,33
2021,Daniel Hudson,543339,- - -,0.35714286,210,113.9695029,34
2021,Aroldis Chapman,547973,NYY,0.39917695,243,114.10878,33
2021,Adrian Morejon,670970,SDP,0.15,20,114.20725,22
2021,Alex Vesia,681911,LAD,0.33540373,161,114.767716,25
2021,Anthony Bender,669622,MIA,0.28744939,247,114.904334,26
2021,Aaron Loup,571901,NYM,0.26146789,218,115.2637531,33
2021,Nick Snyder,676766,TEX,0.06666667,15,115.4132203,25
2021,Garrett Whitlock,676477,BOS,0.27181208,298,115.5731082,25
2021,Tim Hill,657612,SDP,0.21960784,255,115.6011356,31
2021,Caleb Thielbar,573204,MIN,0.28947368,266,115.6992721,34
2021,Clayton Kershaw,477132,LAD,0.29508197,488,115.7684029,33
2021,Clay Holmes,605280,- - -,0.26712329,292,116.0065021,28
2021,Tyler Glasnow,607192,TBR,0.36176471,340,116.0139222,27
2021,Ryan Pressly,519151,HOU,0.324,250,116.1441387,32
2021,Tejay Antone,622088,CIN,0.328125,128,116.4985633,27
2021,Tyler Matzek,554431,ATL,0.29166667,264,116.9199243,30
2021,Joe Smith,501925,- - -,0.19653179,173,116.9794367,37
2021,Julio Urías,628711,LAD,0.26174497,745,117.1865702,24
2021,Adam Cimber,643256,- - -,0.17832168,286,117.4357237,30
2021,Richard Bleier,542947,MIA,0.19555556,225,117.5019764,34
2021,Dylan Coleman,669395,KCR,0.28,25,117.7036697,24
2021,Raisel Iglesias,628452,LAA,0.37728938,273,117.859176,31
2021,Aaron Ashby,676879,MIL,0.29323308,133,118.101749,23
2021,David Robertson,502085,TBR,0.32,50,118.1153846,36
2021,Michael Kopech,656629,CHW,0.36140351,285,118.2891394,25
2021,Gerrit Cole,543037,NYY,0.33471074,726,118.3818268,30
2021,Adam Conley,543045,TBR,0.21052632,76,118.6562838,31
2021,Andrés Muñoz,662253,SEA,0.25,4,118.8164706,22
2021,Edwin Díaz,621242,NYM,0.3463035,257,118.881712,27
2021,Luis García,472610,STL,0.25185185,135,119.2021158,34
2021,Zack Wheeler,554430,PHI,0.29093051,849,119.2207228,31
2021,A.J. Minter,621345,ATL,0.25791855,221,119.2389897,27
2021,Craig Kimbrel,518886,- - -,0.42553191,235,119.3276297,33
2021,Pete Fairbanks,664126,TBR,0.2962963,189,120.0252455,27
2021,Dan Altavilla,656186,SDP,0.4,5,120.1536364,28
2021,Sam Coonrod,656322,PHI,0.25945946,185,120.2806257,28
2021,Jordan Romano,605447,TOR,0.33596838,253,120.5965598,28
2021,Devin Williams,642207,MIL,0.38495575,226,120.8134813,26
2021,Liam Hendriks,521230,CHW,0.42322097,267,120.865118,32
2021,Paul Sewald,623149,SEA,0.39393939,264,121.3661469,31
2021,Camilo Doval,666808,SFG,0.33944954,109,121.6512832,23
2021,Taylor Rogers,573124,MIN,0.35542169,166,122.540094,30
2021,Jacob deGrom,594798,NYM,0.45061728,324,122.9236007,33
2021,Aaron Bummer,607481,CHW,0.30991736,242,124.8646947,27
2021,Blake Treinen,595014,LAD,0.2972028,286,125.3079963,33
2021,Josh Hader,623352,MIL,0.45535714,224,125.5217427,27
2021,Kenley Jansen,445276,LAD,0.30935252,278,127.9781033,33
2021,Jonathan Loáisiga,642528,NYY,0.24381625,283,128.4838668,26
2021,Andrew Vasquez,607755,LAD,0.5,6,128.8711111,27
2021,Anthony Gose,543238,CLE,0.375,24,130.876,30
2021,Brusdar Graterol,660813,LAD,0.18,150,131.5723372,22
2021,Tyler Rogers,643511,SFG,0.16871166,326,131.5870337,30
2021,Corbin Burnes,669203,MIL,0.35616438,657,131.9689795,26
2021,Dustin May,669160,LAD,0.37634409,93,132.9262445,23
2021,Ryan Thompson,657044,TBR,0.2761194,134,133.2621162,29
2021,Emmanuel Clase,661403,CLE,0.26523297,279,140.9306346,23
2022,Whit Merrifield,593160,TOR,0,6,-46.51076923,33
2022,Andrelton Simmons,592743,CHC,0,9,-5.2992,32
2022,Reese McGuire,624512,BOS,0,3,7.88,27
2022,Albert Pujols,405395,STL,0,7,11.75185185,42
2022,Frank Schwindel,643524,CHC,0,18,14.52666667,30
2022,Darin Ruf,573131,NYM,0,7,14.62,35
2022,Chris Owings,572008,BAL,0,5,15.706,30
2022,Corey Dickerson,572816,STL,0,6,17.31333333,33
2022,Jake Hager,606993,ARI,0.1,10,18.83428571,29
2022,Brett Phillips,621433,TBR,0,22,19.78440678,28
2022,Andrew Knizner,668800,STL,0,3,23.92,27
2022,Victor Caratini,605170,MIL,0,7,24.42,28
2022,Ernie Clement,676391,CLE,0,11,25.53761905,26
2022,Ehire Adrianza,501303,WSN,0.25,4,26.12,32
2022,Randal Grichuk,545341,COL,0,3,27.068,30
2022,Carson Kelly,608348,ARI,0,24,28.61852941,27
2022,Austin Wynns,642851,SFG,0,10,29.91538462,31
2022,Donovan Walton,622268,SFG,0,7,30.66380952,28
2022,Yu Chang,644374,TBR,0,11,33.51384615,26
2022,Matthew Batten,676946,SDP,0.125,8,34.46230769,27
2022,Dee Strange-Gordon,543829,WSN,0,8,35.28,34
2022,Mike Ford,645801,ATL,0,5,35.96,29
2022,Wil Myers,571976,SDP,0,16,37.61860465,31
2022,Kody Clemens,665019,DET,0.03030303,33,37.63409091,26
2022,Yadier Molina,425877,STL,0.08333333,12,37.8485,39
2022,Matt Reynolds,608703,CIN,0,9,38.55809524,31
2022,Alejo Lopez,664670,CIN,0,10,38.62307692,26
2022,Tucker Barnhart,571466,DET,0,5,39.43142857,31
2022,Hanser Alberto,593643,LAD,0.0212766,47,39.62342105,29
2022,Josh Harrison,543281,CHW,0.11111111,18,39.97578947,34
2022,Jack Mayfield,608686,LAA,0,4,40.67384615,31
2022,Alcides Escobar,444876,WSN,0,10,41.21416667,35
2022,Nick Gordon,624503,MIN,0,25,41.23294118,26
2022,Diego Castillo,660636,PIT,0.06666667,15,42.34433333,24
2022,Luis Torrens,620443,SEA,0,10,42.87294118,26
2022,Harold Castro,605612,DET,0.05555556,18,43.4252,28
2022,Hunter Dozier,641531,KCR,0,6,43.58,30
2022,Willians Astudillo,553902,MIA,0,7,45.22434783,30
2022,Jace Peterson,607054,MIL,0,3,45.7075,32
2022,Nicky Lopez,670032,KCR,0,6,45.788,27
2022,Josh VanMeter,642165,PIT,0,27,46.09918919,27
2022,Marwin Gonzalez,503556,NYY,0,1,47.39,33
2022,Ryan McKenna,663630,BAL,0,10,47.80903226,25
2022,Yolmer Sánchez,570560,BOS,0,6,47.98266667,30
2022,Jermaine Palacios,650339,MIN,0.33333333,3,48.3925,25
2022,Nick Maton,665155,PHI,0,8,48.5344,25
2022,Max Schrock,621011,CIN,0,10,51.44,27
2022,Garrett Stubbs,596117,PHI,0.05555556,18,52.16166667,29
2022,Orlando Arcia,606115,ATL,0,4,52.296,27
2022,Christian Bethancourt,542194,- - -,0.05263158,19,52.51,30
2022,Mike Brosseau,670712,MIL,0,13,53.14090909,28
2022,Luis González,670768,SFG,0,30,53.61209302,26
2022,Kevin Plawecki,608700,BOS,0,4,53.90444444,31
2022,Brian Serven,661531,COL,0,3,54.16,27
2022,Franmil Reyes,614177,CHC,0.33333333,3,54.19454545,26
2022,Michael A. Taylor,572191,KCR,0.15384615,13,55.12,31
2022,Chad Pinder,640461,OAK,0,7,55.48,30
2022,Jackie Bradley Jr.,598265,BOS,0.14285714,7,56.274,32
2022,Ildemaro Vargas,545121,WSN,0,3,56.3,30
2022,Phil Gosselin,594838,LAA,0,3,59.42,33
2022,Sheldon Neuse,641914,OAK,0,12,63.98,27
2022,Charlie Culberson,518586,TEX,0,8,64.62571429,33
2022,Darick Hall,669742,PHI,0,2,72.18,26
2022,Pedro Báez,520980,HOU,0.125,16,74.97479452,34
2022,Silvino Bracho,611093,ATL,0.22222222,18,76.40338462,29
2022,Nash Walters,663534,LAA,0,3,78.49625,25
2022,Zach Davies,605200,ARI,0.17894737,570,78.7421338,29
2022,Angel Rondón,667373,STL,0.2,20,78.8272093,24
2022,Anderson Espinoza,659262,CHC,0.22352941,85,79.00154667,24
2022,Tyler Clippard,461325,WSN,0.14285714,28,79.17946903,37
2022,Dallas Keuchel,572971,- - -,0.14851485,303,79.36589465,34
2022,Aníbal Sánchez,434671,WSN,0.16438356,292,79.49155918,38
2022,Tommy Romero,676720,- - -,0.15909091,44,79.62136126,24
2022,Ethan Small,663629,MIL,0.21212121,33,79.9269697,25
2022,Michael Plassmeyer,674681,PHI,0.24137931,29,79.92868687,25
2022,Jordan Sheffield,642068,COL,0.125,8,80.44108108,27
2022,Zach Logue,656657,OAK,0.16342412,257,80.49949415,26
2022,Dereck Rodríguez,605446,MIN,0.11764706,34,81.38082474,30
2022,Matt Dermody,571616,CHC,0.14285714,7,81.42,31
2022,Pablo Reyes,622569,MIL,0,3,81.56666667,28
2022,Jared Koenig,657649,OAK,0.12429379,177,81.81243227,28
2022,Dakota Hudson,641712,STL,0.13087248,596,82.10024832,27
2022,Robert Dugger,667498,- - -,0.26388889,72,82.21485915,26
2022,Domingo Acevedo,642758,OAK,0.21804511,266,82.22445986,28
2022,Cody Sedlock,642060,BAL,0.1875,16,82.63492958,27
2022,T.J. McFarland,519008,STL,0.11034483,145,83.28729897,33
2022,Ashton Goudeau,623485,COL,0.17021277,94,83.36085561,29
2022,Bryan Garcia,650530,DET,0.20238095,84,83.5435589,27
2022,Cole Sands,663485,MIN,0.19310345,145,83.56268454,24
2022,Marcos Diplán,650959,BAL,0.2962963,27,83.71065574,25
2022,Paul Fry,643316,- - -,0.2295082,61,83.97488717,29
2022,Kervin Castro,665645,- - -,0.19298246,57,84.19138075,23
2022,Jake Brentz,641394,KCR,0.23684211,38,84.24591195,27
2022,Michael Pineda,501381,DET,0.13,200,84.2842524,33
2022,Angel Zerpa,672582,KCR,0.06818182,44,84.3709434,22
2022,Kyle Freeland,607536,COL,0.17101828,766,84.39131792,29
2022,Tommy Henry,674072,ARI,0.17560976,205,84.63002597,24
2022,Connor Overton,656818,CIN,0.11290323,124,84.63585012,28
2022,Mark Appel,571446,PHI,0.125,40,84.63785235,30
2022,Francisco Morales,672839,PHI,0.14285714,21,84.78860759,22
2022,Hyun Jin Ryu,547943,TOR,0.14159292,113,85.11908629,35
2022,Adrián Martinez,661309,OAK,0.2046332,259,85.16435696,25
2022,Locke St. John,657766,CHC,0.44444444,9,85.21310345,29
2022,Drew Hutchison,571800,DET,0.14655172,464,85.22909134,31
2022,Reiss Knehr,663753,SDP,0.16949153,59,85.29466812,25
2022,Ronald Bolaños,671790,KCR,0.13793103,87,85.34927711,25
2022,Alex Wells,649144,BAL,0.375,16,85.40393939,25
2022,Ian Hamilton,641656,MIN,0,11,85.40857143,27
2022,A.J. Ladwig,607609,MIA,0,15,85.44390244,29
2022,Chase Anderson,502624,CIN,0.22330097,103,85.49747385,34
2022,Nicholas Padilla,656820,CHC,0.11111111,9,85.51230769,25
2022,Max Castillo,666721,- - -,0.21764706,170,85.52075829,23
2022,Connor Seabold,657756,BOS,0.19387755,98,85.68702703,26
2022,Sandy León,506702,CLE,0,6,85.76,33
2022,Adrian Sampson,592716,CHC,0.17056075,428,85.96341897,30
2022,Robbie Erlin,572362,LAD,0.11111111,9,85.9815,31
2022,Jake Lemoine,621082,OAK,0.17567568,74,86.03973154,28
2022,Drew Carlton,656290,DET,0.21875,32,86.123,26
2022,Alec Mills,621219,CHC,0.13095238,84,86.14152318,30
2022,Kirby Yates,489446,ATL,0.18181818,33,86.35386861,35
2022,Will Vest,676684,DET,0.23161765,272,86.56923608,27
2022,Enoli Paredes,660600,HOU,0.14285714,14,86.58877193,26
2022,Riley O'Brien,676617,SEA,0.2,5,86.66347826,27
2022,Zac Lowther,675912,BAL,0.03571429,28,86.6664,26
2022,Miguel Yajure,664337,PIT,0.13445378,119,86.748869,24
2022,Ronny Henriquez,678692,MIN,0.18,50,86.79546961,22
2022,Justin Dunn,643290,CIN,0.15217391,138,86.84899254,26
2022,Spenser Watkins,657093,BAL,0.1372549,459,87.18854313,29
2022,Mark Leiter Jr.,643410,CHC,0.25886525,282,87.2497095,31
2022,David Peterson,656849,NYM,0.27753304,454,87.28147799,26
2022,Patrick Corbin,571578,WSN,0.17952314,713,87.36524465,32
2022,Jaime Barria,642545,LAA,0.17088608,316,87.42862007,25
2022,Michael Feliz,593140,BOS,0.30769231,13,87.51278689,29
2022,Chad Kuhl,641771,COL,0.17828201,617,87.51795694,29
2022,Marco Gonzales,594835,SEA,0.13154534,783,87.53313274,30
2022,Devin Smeltzer,656970,MIN,0.13937282,287,87.65933497,26
2022,Nick Neidert,663734,MIA,0.15,20,87.67382716,25
2022,Chris Ellis,595939,BAL,0.08,25,87.76192771,29
2022,Daulton Jefferies,641726,OAK,0.1627907,172,87.80978723,26
2022,Zack Greinke,425844,KCR,0.12478632,585,87.86485009,38
2022,Luis Cessa,570666,CIN,0.17559524,336,88.03708675,30
2022,Jay Jackson,543351,ATL,0.2,5,88.04833333,34
2022,Johnny Cueto,456501,CHW,0.15668203,651,88.12160539,36
2022,Kohei Arihara,685503,TEX,0.12962963,108,88.12173862,29
2022,Vladimir Gutierrez,661269,CIN,0.16201117,179,88.17206272,26
2022,Ryan Hendrix,641682,CIN,0.23684211,38,88.21793103,27
2022,Zach Plesac,668676,CLE,0.17605634,568,88.27674356,27
2022,Tyler Thornburg,592804,- - -,0.16091954,87,88.29977901,33
2022,Oliver Pérez,424144,ARI,0.04166667,24,88.31178082,40
2022,Jake Woodford,663765,STL,0.12765957,188,88.33681492,25
2022,Bruce Zimmermann,669145,BAL,0.153125,320,88.40067657,27
2022,Pedro Avila,658648,SDP,0.27777778,18,88.41142857,25
2022,Aaron Brooks,605156,STL,0.1627907,43,88.44597403,32
2022,Josh Rogers,642028,WSN,0.10619469,113,88.46737975,27
2022,José Ureña,570632,- - -,0.14583333,432,88.52292337,30
2022,Cole Irvin,608344,OAK,0.17273954,741,88.53143186,28
2022,Antonio Senzatela,622608,COL,0.13075061,413,88.53313078,27
2022,Kyle Tyler,667725,SDP,0.14285714,14,88.681,25
2022,Casey Mize,663554,DET,0.08888889,45,88.6825,25
2022,Mitch White,669952,- - -,0.17727273,440,88.68630426,27
2022,Jordan Lyles,543475,BAL,0.18604651,774,88.69557119,31
2022,Beau Sulser,676641,- - -,0.19191919,99,88.70922222,28
2022,Raynel Espinal,642659,CIN,0.23809524,21,88.73413333,30
2022,Spencer Patton,607359,TEX,0.17241379,29,88.75063063,34
2022,Luis F. Castillo,622379,DET,0.28571429,14,88.83266667,27
2022,JP Sears,676664,- - -,0.17708333,288,88.84377892,26
2022,Kenny Rosenberg,670046,LAA,0.17021277,47,88.8601807,26
2022,Joan Adon,672851,WSN,0.17741935,310,88.86776667,23
2022,Kyle Hendricks,543294,CHC,0.18539326,356,88.89611318,32
2022,Luke Weaver,596133,- - -,0.2183908,174,88.93727254,28
2022,Alex Faedo,656412,DET,0.18032787,244,89.02084798,26
2022,Dane Dunning,641540,TEX,0.20417288,671,89.12123719,27
2022,Glenn Otto Jr.,657248,TEX,0.18228279,587,89.1274807,26
2022,Paul Blackburn,621112,OAK,0.19057816,467,89.1352446,28
2022,Jhonathan Díaz,646242,LAA,0.16666667,66,89.18229233,25
2022,Tommy Milone,543548,SEA,0.07246377,69,89.29815126,35
2022,Jose Quintana,500779,- - -,0.2017673,679,89.34703111,33
2022,Garrett Hill,682051,DET,0.15209125,263,89.39192893,26
2022,Daniel Lynch IV,663738,KCR,0.20333333,600,89.46854918,25
2022,Konnor Pilkington,663455,CLE,0.19379845,258,89.48236385,24
2022,Caleb Kilian,668873,CHC,0.16071429,56,89.48581197,25
2022,Jake Walsh,673904,STL,0.33333333,15,89.49733333,26
2022,Norge Ruiz,650204,OAK,0.19148936,94,89.53005464,28
2022,Kris Bubic,663460,KCR,0.18739353,587,89.66071256,24
2022,Art Warren,605521,CIN,0.24242424,165,89.72993865,29
2022,Robert Gsellman,607229,CHC,0.140625,64,89.77019417,28
2022,Oliver Ortega,661383,LAA,0.22297297,148,89.78927434,25
2022,David Phelps,475479,TOR,0.23529412,272,89.82297965,35
2022,Anthony DeSclafani,543101,SFG,0.18085106,94,89.83498471,32
2022,Jhoulys Chacín,468504,COL,0.16894977,219,89.84951531,34
2022,Nick Wittgren,621295,STL,0.12686567,134,89.8540249,31
2022,Cory Abbott,676265,WSN,0.20833333,216,89.88359261,26
2022,Jake Odorizzi,543606,- - -,0.18984547,453,89.90101806,32
2022,Ian Anderson,666120,ATL,0.19675456,493,89.90768847,24
2022,Cal Quantrill,615698,CLE,0.16623377,770,89.9279643,27
2022,A.J. Alexy,669935,TEX,0.15789474,38,89.94701987,24
2022,Collin Wiles,621079,OAK,0.2195122,41,89.94792208,28
2022,Carlos Carrasco,471911,NYM,0.23565891,645,90.05273181,35
2022,Jackson Tetreault,676194,WSN,0.09375,96,90.15687671,26
2022,Zach Jackson,667427,OAK,0.33168317,202,90.22455266,27
2022,Ty Blach,621389,COL,0.15025907,193,90.23775049,31
2022,Nick Duron,663975,PHI,0.25,4,90.25875,26
2022,Bryce Elder,693821,ATL,0.20704846,227,90.2924849,23
2022,Erick Fedde,607200,WSN,0.16404887,573,90.42110328,29
2022,Austin Adams,613534,SDP,0.22222222,9,90.45789474,31
2022,Archie Bradley,605151,LAA,0.19230769,78,90.46157377,29
2022,Elvin Rodríguez,660730,DET,0.17482517,143,90.47797542,24
2022,Adrian Houser,605288,MIL,0.15164835,455,90.50401609,29
2022,Chris Flexen,623167,SEA,0.16101695,590,90.50583574,27
2022,Alex Colomé,517008,COL,0.14883721,215,90.51214018,33
2022,Adam Oller,670124,OAK,0.13649852,337,90.53648519,27
2022,Ryan Weber,543901,NYY,0.08108108,37,90.55370079,31
2022,Jerad Eickhoff,595191,PIT,0.14814815,27,90.56192771,31
2022,Justin Grimm,518748,OAK,0.15492958,71,90.5965343,33
2022,Huascar Ynoa,660623,ATL,0.21621622,37,90.67170068,24
2022,James Kaprielian,621076,OAK,0.16984402,577,90.76686327,28
2022,Michael Grove,675627,LAD,0.18045113,133,90.77692273,25
2022,Denyi Reyes,660593,BAL,0.09677419,31,90.85384615,25
2022,Jeff Hoffman,656546,CIN,0.2284264,197,90.87221698,29
2022,Matt Peacock,676840,- - -,0.13043478,46,90.94067114,28
2022,Tanner Tully,668684,CLE,0.06666667,30,90.95948276,27
2022,Chase De Jong,608328,PIT,0.20136519,293,91.05497865,28
2022,Jhon Romero,664584,MIN,0.25,24,91.10719101,27
2022,Craig Stammen,489334,SDP,0.19774011,177,91.2007148,38
2022,David Price,456034,LAD,0.22155689,167,91.22352941,36
2022,Nabil Crismatt,622503,SDP,0.23214286,280,91.24581184,27
2022,Aaron Fletcher,667465,PIT,0.11538462,52,91.25791908,26
2022,Packy Naughton,676050,STL,0.21985816,141,91.34513138,26
2022,José Buttó,676130,NYM,0.2173913,23,91.37081633,24
2022,Tyler Duffey,608648,MIN,0.21081081,185,91.38659459,31
2022,Chris Archer,502042,MIN,0.19221968,437,91.39186308,33
2022,Connor Sadzeck,592712,MIL,0.15384615,13,91.44,30
2022,Simeon Woods Richardson,680573,MIN,0.15,20,91.4821978,21
2022,Chase Silseth,681217,LAA,0.18604651,129,91.51129032,22
2022,Yennier Cano,666974,- - -,0.21649485,97,91.53888325,28
2022,Bryse Wilson,669060,PIT,0.15520629,509,91.61466745,24
2022,Corbin Martin,656686,ARI,0.20792079,101,91.69500022,26
2022,Jared Solomon,676660,CIN,0.23076923,39,91.75638191,25
2022,Andre Pallante,669467,STL,0.15973742,457,91.80972409,23
2022,Carl Edwards Jr.,605218,WSN,0.21875,256,91.8296,30
2022,Austin Pruitt,643493,OAK,0.16964286,224,91.83510507,32
2022,Dylan Bundy,605164,MIN,0.15798319,595,91.88214975,29
2022,Brandon Bielak,656232,HOU,0.22222222,54,91.89616327,26
2022,Miles Mikolas,571945,STL,0.19006211,805,91.99357278,33
2022,Hansel Robles,570663,BOS,0.18918919,111,91.99731132,31
2022,Martín Pérez,527048,TEX,0.20584653,821,92.0032132,31
2022,Aaron Sanchez,592717,- - -,0.15471698,265,92.01049931,29
2022,Wily Peralta,503449,DET,0.19047619,168,92.04906161,33
2022,Tyler Gilbert,656457,ARI,0.1369863,146,92.07265923,28
2022,Jonathan Heasley,669169,KCR,0.15053763,465,92.08304679,25
2022,Mark Melancon,453343,ARI,0.1417004,247,92.15467416,37
2022,Davis Martin,663436,CHW,0.17843866,269,92.15645741,25
2022,Chris Stratton,608717,- - -,0.21505376,279,92.22019728,31
2022,Hunter Strickland,519326,CIN,0.21126761,284,92.22749306,33
2022,Louis Head,545343,- - -,0.1884058,138,92.24907976,32
2022,Louis Varland,686973,MIN,0.19811321,106,92.27827309,24
2022,Domingo Germán,593334,NYY,0.19463087,298,92.32261264,29
2022,Stephen Strasburg,544931,WSN,0.2173913,23,92.33180723,33
2022,Shane Bieber,669456,CLE,0.25031606,791,92.34491277,27
2022,Sam Clay,621348,- - -,0.17241379,29,92.42731351,29
2022,César Valdez,491624,LAA,0,5,92.44625,37
2022,Kevin Herget,643361,TBR,0.13333333,30,92.4609009,31
2022,Dillon Peters,596071,PIT,0.15757576,165,92.49012271,29
2022,Luke Farrell,608652,- - -,0.2,70,92.55291228,31
2022,Matt Wisler,605538,TBR,0.19886364,176,92.57403626,29
2022,Miguel Sánchez,667376,MIL,0.15517241,58,92.5947619,28
2022,Roenis Elías,606273,SEA,0.18181818,33,92.63582609,33
2022,Brad Keller,641745,KCR,0.16531605,617,92.64636141,26
2022,Ronel Blanco,669854,HOU,0.21875,32,92.69983333,28
2022,Mike Mayers,594577,LAA,0.20179372,223,92.72337901,30
2022,Justus Sheffield,656954,SEA,0.1372549,51,92.74234637,26
2022,Anthony Kay,641743,TOR,0.3,10,92.83487179,27
2022,Humberto Castellanos,528748,ARI,0.16494845,194,92.89112873,24
2022,Chi Chi González,592346,- - -,0.15151515,99,92.96676788,30
2022,José Ruiz,614179,CHW,0.25660377,265,93.01449327,27
2022,Beau Brieske,689225,DET,0.15929204,339,93.02535409,24
2022,Daniel Mengden,596043,KCR,0.25,32,93.02605042,29
2022,Tony Gonsolin,664062,LAD,0.23895582,498,93.10936255,28
2022,Jackson Stephens,623451,ATL,0.2,235,93.11701367,28
2022,Cole Sulser,642121,MIA,0.25503356,149,93.13142395,32
2022,Matt Manning,666159,DET,0.18250951,263,93.13680162,24
2022,Chris Paddack,663978,MIN,0.21505376,93,93.20590164,26
2022,Sean Manaea,640455,SDP,0.23248882,671,93.39517554,30
2022,Touki Toussaint,657053,LAA,0.24074074,108,93.46343387,26
2022,Conner Menez,669214,CHC,0.2,5,93.47083333,27
2022,Spencer Howard,675921,TEX,0.17877095,179,93.48168316,25
2022,Sam Selman,572125,OAK,0.24,75,93.48837662,31
2022,Luis Ortiz,656814,SFG,0.18181818,33,93.48864407,26
2022,Luke Barker,673316,MIL,0.15789474,19,93.51259259,30
2022,Josh Winder,680739,MIN,0.16376307,287,93.52617392,25
2022,Germán Márquez,608566,COL,0.19255456,779,93.52967491,27
2022,Bryan Shaw,543766,CLE,0.19923372,261,93.60040695,34
2022,Paolo Espino,502179,WSN,0.1889117,487,93.6326966,35
2022,Matt Foster,641582,CHW,0.21761658,193,93.69730013,27
2022,Tyler Danish,641501,BOS,0.1849711,173,93.73293051,27
2022,Drey Jameson,686753,ARI,0.24489796,98,93.7375,24
2022,Anthony Castro,621593,CLE,0.18461538,65,93.76251908,27
2022,Ryan Weathers,677960,SDP,0.14285714,21,93.76404494,22
2022,Brennan Bernardino,657514,SEA,0,13,93.79414634,30
2022,Buck Farmer,571656,CIN,0.27135678,199,93.82798088,31
2022,Jeurys Familia,544727,- - -,0.20098039,204,93.88171359,32
2022,Shaun Anderson,641312,TOR,0,7,93.88190476,27
2022,Tyler Holton,663947,ARI,0.15384615,39,93.92993711,26
2022,Cam Vieaux,664944,PIT,0.3125,48,93.94859903,28
2022,Mike Minor,501985,CIN,0.16703297,455,93.96549199,34
2022,Michel Baez,673258,SDP,0.28571429,7,93.97923077,26
2022,Evan Lee,681885,WSN,0.1627907,43,93.98036364,25
2022,Jimmy Yacabonis,642231,- - -,0.28767123,73,94.01260274,30
2022,JT Brubaker,664141,PIT,0.22755418,646,94.01578638,28
2022,Max Meyer,676974,MIA,0.23076923,26,94.01662921,23
2022,Eduardo Rodriguez,593958,DET,0.18414322,391,94.05187713,29
2022,Daniel Norris,596057,- - -,0.264,250,94.06175842,29
